Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2018-11-09,49.597966,49.708961,48.804109,49.337369,38622076.0,,
2018-11-08,50.681376,50.700679,49.887519,50.30737,26183992.0,0.996523,17.0
2018-11-07,49.533718,50.495538,49.086472,50.483515,37538992.0,,
2018-11-06,48.528616,49.223531,48.497357,48.997503,33401336.0,,
2018-11-05,49.146585,49.146585,47.650956,48.473312,60693300.0,,
2018-11-02,50.387333,51.370794,49.399063,49.889591,93878844.0,,
2018-11-01,52.666846,53.467561,52.133036,53.433897,58241496.0,,
2018-10-31,52.173913,53.008292,52.092158,52.625968,45302564.0,,
2018-10-30,50.772061,51.741094,50.320006,51.289039,44735716.0,,
2018-10-29,52.705319,52.823142,49.76215,51.034157,50486120.0,,
2018-10-26,51.933458,52.943369,51.137552,52.010404,49276572.0,,
2018-10-25,52.301354,53.227106,52.118609,52.851996,35652008.0,,
2018-10-24,53.549315,53.917211,51.589608,51.719453,41331600.0,,
2018-10-23,51.837276,53.681566,51.625676,53.556529,39354028.0,,
2018-10-22,52.818332,53.708016,52.765432,53.056383,30116900.0,,
2018-10-19,52.428795,53.20306,52.282118,52.734173,36848552.0,,
2018-10-18,52.385514,52.830355,51.664149,51.943076,35556056.0,,
2018-10-17,53.417065,53.534888,52.743791,53.186228,26108480.0,,
2018-10-16,52.6428,53.619047,52.130631,53.417065,32054184.0,,
2018-10-15,53.15016,53.34012,52.243645,52.265286,30274852.0,,
2018-10-12,53.188633,53.592597,52.142654,53.407447,46265684.0,,
2018-10-11,51.584799,52.775051,51.058202,51.565562,53305932.0,,
2018-10-10,54.222589,54.426976,51.952695,52.024831,50117292.0,,
2018-10-09,53.765725,54.648195,53.441111,54.552013,25990616.0,,
2018-10-08,53.395424,54.054271,52.948178,53.806602,31632032.0,,
2018-10-05,54.814108,54.854986,53.04436,53.931639,33727920.0,,
2018-10-04,55.492191,55.864897,54.520753,54.821322,32949616.0,,
2018-10-03,55.316659,56.139015,55.251736,55.802378,28084504.0,,
2018-10-02,54.638576,55.302232,54.503922,55.131509,25858436.0,,
2018-10-01,54.811704,55.165173,54.426976,54.64579,23617060.0,,
2018-09-28,54.054271,54.304344,53.87393,54.280298,31400324.0,,
2018-09-27,53.859502,54.448617,53.758511,54.090339,36322588.0,,
2018-09-26,53.17661,53.801793,52.851996,53.001078,29944972.0,,
2018-09-25,52.835164,53.57817,52.830355,53.426683,31331904.0,,
2018-09-24,52.111395,53.200656,52.089754,53.090047,34602876.0,,
2018-09-21,53.140542,53.224701,52.250859,52.337423,196356364.0,,
2018-09-20,52.977033,53.448324,52.6957,52.907301,34861084.0,,
2018-09-19,52.539405,52.803905,51.769949,52.508146,30477368.0,,
2018-09-18,52.342232,53.332906,52.207577,52.476886,33752928.0,,
2018-09-17,53.380997,53.609429,52.243645,52.390323,43971220.0,,
2018-09-14,54.222589,54.544799,53.508438,53.823434,34790728.0,,
2018-09-13,53.744084,54.907886,53.520461,54.441403,41707196.0,,
2018-09-12,54.095148,54.102362,52.861614,53.157374,50938400.0,,
2018-09-11,52.397536,53.931639,52.072922,53.825839,38376192.0,,
2018-09-10,53.140542,53.344929,52.051281,52.498527,50694108.0,,
2018-09-07,53.36657,54.19133,53.07081,53.212679,42480760.0,,
2018-09-06,54.489494,54.662622,53.212679,53.645497,36899528.0,,
2018-09-05,55.064182,55.225286,54.128812,54.552013,37147200.0,,
2018-09-04,54.965595,55.105059,54.496708,54.91029,31345244.0,,
2018-09-03,54.734758,54.734758,54.734758,54.734758,0.0,,
2018-08-31,54.496708,55.032922,54.398121,54.734758,52671724.0,,
2018-08-30,53.681566,54.886245,53.479584,54.109575,45818304.0,,
2018-08-29,52.943369,53.739275,52.758219,53.616643,29324004.0,,
2018-08-28,52.662037,53.029933,52.647609,52.827951,24083984.0,,
2018-08-27,52.183531,52.594709,52.017617,52.40475,22905432.0,,
2018-08-24,52.036854,52.152272,51.724262,51.97674,21496432.0,,
2018-08-23,51.60163,52.18834,51.60163,51.815635,22976584.0,,
2018-08-22,51.515067,52.022427,51.418885,51.709835,22159608.0,,
2018-08-21,52.087349,52.224409,51.464571,51.707431,26540620.0,,
2018-08-20,52.460055,52.702914,51.724262,51.808422,28202880.0,,
2018-08-17,51.329916,52.40475,51.25778,52.318186,34866860.0,,
2018-08-16,50.959616,51.411671,50.849006,51.293848,30538520.0,,
2018-08-15,50.255083,50.67107,50.093978,50.553247,34519124.0,,
2018-08-14,50.531606,50.630192,50.077146,50.435424,20902360.0,,
2018-08-13,49.942491,50.72397,49.942491,50.223824,27805664.0,,
2018-08-10,49.848714,50.276724,49.697227,49.901614,24945620.0,0.996505,17.0
2018-08-09,49.720028,50.266349,49.686482,50.050696,24667016.0,,
2018-08-08,49.372587,49.791912,49.008373,49.660124,26553760.0,,
2018-08-07,50.187276,50.194465,49.542713,49.626578,26020092.0,,
2018-08-06,49.823062,50.139353,49.61939,50.096223,27353816.0,,
2018-08-03,49.612201,50.01715,49.238403,49.837439,33790396.0,,
2018-08-02,48.013972,49.930889,48.006784,49.69367,58613316.0,,
2018-08-01,47.688096,48.34464,47.283148,48.28234,68097556.0,,
2018-07-31,45.601053,46.039548,45.371023,45.596261,45079712.0,,
2018-07-30,45.98204,46.053925,45.303931,45.505207,23405200.0,,
2018-07-27,46.724846,46.763184,45.555526,45.761595,26771448.0,,
2018-07-26,46.629,46.952479,46.391781,46.53555,24537764.0,,
2018-07-25,46.245616,46.688903,46.109036,46.681715,23285112.0,,
2018-07-24,46.053925,46.403762,46.020379,46.245616,24395744.0,,
2018-07-23,45.680126,45.996417,45.423738,45.912552,20612280.0,,
2018-07-20,45.989229,46.109036,45.572299,45.871818,34882816.0,,
2018-07-19,45.476453,46.13779,45.469265,45.977248,27421808.0,,
2018-07-18,45.948494,45.958079,45.512396,45.622618,18300464.0,,
2018-07-17,45.466869,45.974852,45.335081,45.874214,20219324.0,,
2018-07-16,45.922137,46.159355,45.627411,45.744822,18857544.0,,
2018-07-13,45.804725,45.967663,45.744822,45.84546,15911060.0,,
2018-07-12,45.404569,45.864629,45.371023,45.773576,23915672.0,,
2018-07-11,45.212877,45.471661,44.970867,45.01879,26506268.0,,
2018-07-10,45.718464,45.833479,45.572299,45.610638,18850036.0,,
2018-07-09,45.392588,45.68971,45.363835,45.665749,23699468.0,,
2018-07-06,44.429338,45.150578,44.400584,45.040355,24095976.0,,
2018-07-05,44.407772,44.666556,44.156177,44.424545,20954288.0,,
2018-07-04,44.069916,44.069916,44.069916,44.069916,0.0,,
2018-07-03,44.992432,45.035563,43.978862,44.069916,19200576.0,,
2018-07-02,44.012408,44.879813,43.950109,44.851059,23237760.0,,
2018-06-29,44.659368,44.852257,43.827905,44.355057,32136336.0,,
2018-06-28,44.074708,44.618633,44.043558,44.448507,22619564.0,,
2018-06-27,44.388603,44.872625,44.096273,44.127423,29292128.0,,
2018-06-26,43.77519,44.692914,43.741644,44.192119,32575292.0,,
2018-06-25,43.945316,44.30953,43.305545,43.65059,36621020.0,,
2018-06-22,44.553937,44.604256,44.285569,44.30953,42426032.0,,
2018-06-21,44.910963,45.129012,44.316719,44.438922,24505100.0,,
2018-06-20,44.649783,44.855852,44.506014,44.688121,24177596.0,,
2018-06-19,44.407772,44.644991,43.957297,44.494034,38850700.0,,
2018-06-18,44.973263,45.337477,44.855852,45.224858,23878700.0,,
2018-06-15,45.562715,45.562715,45.119428,45.24882,137974884.0,,
2018-06-14,45.902967,45.902967,45.579488,45.718464,28026672.0,,
2018-06-13,46.125809,46.21207,45.636995,45.694503,28552428.0,,
2018-06-12,45.857441,46.152167,45.804725,46.073094,19644476.0,,
2018-06-11,45.874214,45.998813,45.579488,45.821498,18229628.0,,
2018-06-08,45.766387,46.006002,45.471661,45.934117,31708444.0,,
2018-06-07,46.523569,46.533154,46.089867,46.355839,21985052.0,,
2018-06-06,46.413347,46.502004,45.986833,46.480439,24391784.0,,
2018-06-05,46.271974,46.468458,46.094659,46.319897,20951872.0,,
2018-06-04,45.922137,46.343858,45.850252,45.965267,24113456.0,,
2018-06-01,45.021186,45.589072,44.98764,45.58428,25667184.0,,
2018-05-31,44.855852,45.102655,44.60186,44.776779,40788440.0,,
2018-05-30,44.98764,45.040355,44.755214,44.927736,22026120.0,,
2018-05-29,44.951698,45.224858,44.776779,45.023582,28159000.0,,
2018-05-28,45.18652,45.18652,45.18652,45.18652,0.0,,
2018-05-25,45.112239,45.442907,44.963678,45.18652,20198688.0,,
2018-05-24,45.227254,45.24882,44.621029,45.083486,21385476.0,,
2018-05-23,44.642595,45.167351,44.513203,45.133805,24116596.0,,
2018-05-22,45.133805,45.258404,44.75761,44.846267,17529960.0,,
2018-05-21,45.028374,45.351854,44.78876,44.958886,20663144.0,,
2018-05-18,44.855852,45.002017,44.599464,44.642595,24115972.0,,
2018-05-17,45.047543,45.263196,44.656972,44.805533,19643524.0,,
2018-05-16,44.587483,45.15537,44.568314,45.090674,23090060.0,,
2018-05-15,44.75761,44.822306,44.355057,44.673745,28612704.0,,
2018-05-14,45.311119,45.411758,45.013997,45.083486,24725996.0,,
2018-05-11,45.418946,45.538753,44.915755,45.188916,28623056.0,0.996159,17.0
2018-05-10,44.812442,45.439014,44.802894,45.361438,27897504.0,,
2018-05-09,44.535557,44.724125,44.21332,44.721738,26450984.0,,
2018-05-08,44.15842,44.444853,43.843344,44.409049,29593476.0,,
2018-05-07,44.184676,44.793346,44.101133,44.196611,39926320.0,,
2018-05-04,42.528139,43.979399,42.528139,43.879148,58220848.0,,
2018-05-03,41.93379,42.368214,41.642583,42.22261,40955172.0,,
2018-05-02,41.831152,42.427887,41.485045,42.146228,65885524.0,,
2018-05-01,39.706774,40.387052,39.448984,40.363183,53131504.0,,
2018-04-30,38.713806,39.921599,38.630263,39.446597,47536972.0,,
2018-04-27,39.162551,39.21029,38.341443,38.744836,40899952.0,,
2018-04-26,39.160164,39.556396,38.997852,39.198355,35256164.0,,
2018-04-25,38.816445,39.483595,38.77348,39.0623,35072220.0,,
2018-04-24,39.563557,39.702,38.48466,38.892827,41154484.0,,
2018-04-23,39.828508,39.838056,39.167325,39.441823,43708700.0,,
2018-04-20,40.68542,40.862054,39.487175,39.556396,74733872.0,,
2018-04-19,41.7309,41.864569,41.212934,41.246351,41515316.0,,
2018-04-18,42.435048,42.68329,42.220223,42.44937,25298488.0,,
2018-04-17,42.131906,42.709546,42.12952,42.544847,30044224.0,,
2018-04-16,41.766704,42.053137,41.733287,41.967207,26567736.0,,
2018-04-13,41.742835,41.971981,41.499367,41.707031,28467892.0,,
2018-04-12,41.387181,41.769091,41.303638,41.566201,28531356.0,,
2018-04-11,41.074491,41.513689,40.986174,41.160421,26176924.0,,
2018-04-10,41.29409,41.52801,40.94321,41.353763,38070716.0,,
2018-04-09,40.592329,41.303638,40.546977,40.589942,36214972.0,,
2018-04-06,40.821476,41.169969,40.148358,40.191323,46820892.0,,
2018-04-05,41.181904,41.587684,41.074491,41.246351,32010332.0,,
2018-04-04,39.360667,41.055396,39.343959,40.962305,46363972.0,,
2018-04-03,40.000368,40.277253,39.355893,40.19371,38867172.0,,
2018-04-02,40.074363,40.324992,39.262803,39.785543,52154660.0,,
2018-03-30,40.048106,40.048106,40.048106,40.048106,0.0,,
2018-03-29,40.117328,40.995722,39.838056,40.048106,58344476.0,,
2018-03-28,39.885794,40.582781,39.429889,39.737804,48508356.0,,
2018-03-27,41.480271,41.807282,39.861925,40.181775,46514336.0,,
2018-03-26,40.117328,41.317959,39.730643,41.23919,49910824.0,,
2018-03-23,40.250996,40.556525,39.370215,39.370215,52275076.0,,
2018-03-22,40.578007,41.215321,40.243836,40.303509,47979240.0,,
2018-03-21,41.771478,41.790574,40.878762,40.881149,40486776.0,,
2018-03-20,41.838313,42.198741,41.75835,41.828765,26583232.0,,
2018-03-19,42.30854,42.361053,41.451628,41.843087,39826616.0,,
2018-03-16,42.642712,42.754898,42.396857,42.492335,77540220.0,,
2018-03-15,42.606908,43.015075,42.506656,42.642712,28749360.0,,
2018-03-14,43.084296,43.08907,42.444596,42.592586,34865152.0,,
2018-03-13,43.559298,43.797992,42.783542,42.957788,35823392.0,,
2018-03-12,43.019849,43.535428,43.015075,43.375503,34068472.0,,
2018-03-09,42.432661,42.964949,42.341957,42.960175,39674756.0,,
2018-03-08,41.869343,42.272736,41.790574,42.234545,28062084.0,,
2018-03-07,41.800122,41.974368,41.597232,41.778639,36120744.0,,
2018-03-06,42.487561,42.547234,42.04359,42.170098,27920864.0,,
2018-03-05,41.807282,42.423113,41.659292,42.205902,32217652.0,,
2018-03-02,41.215321,42.081781,41.165195,42.060298,45466936.0,,
2018-03-01,42.642712,42.907662,41.217708,41.771478,52314388.0,,
2018-02-28,42.773994,43.110553,42.499495,42.516204,39181136.0,,
2018-02-27,42.726255,43.077135,42.525752,42.580651,40442664.0,,
2018-02-26,42.060298,42.819346,42.060298,42.719094,38781976.0,,
2018-02-23,41.485045,41.926629,41.422985,41.890825,38248912.0,,
2018-02-22,40.998109,41.520849,40.986174,41.174743,32667712.0,,
2018-02-21,41.229643,41.561427,40.819089,40.83341,42882104.0,,
2018-02-20,41.024366,41.594845,40.916953,41.019592,36576596.0,,
2018-02-19,41.158034,41.158034,41.158034,41.158034,0.0,,
2018-02-16,41.150873,41.726126,41.00527,41.158034,46026924.0,,
2018-02-15,40.542203,41.315572,40.3417,41.291703,54034536.0,,
2018-02-14,38.923857,39.986046,38.878505,39.950242,44124580.0,,
2018-02-13,38.644585,39.324863,38.608781,39.226999,31917496.0,,
2018-02-12,37.811542,39.119586,37.596717,38.837927,68457732.0,,
2018-02-09,37.474983,37.687421,35.863798,37.334154,75652916.0,0.995939,17.0
2018-02-08,38.102551,38.273713,36.859249,36.883022,65100844.0,,
2018-02-07,38.749162,38.796707,37.814904,37.926634,55150104.0,,
2018-02-06,36.847363,38.917947,36.609638,38.756294,80219152.0,,
2018-02-05,37.841053,38.955983,37.085088,37.201573,79971336.0,,
2018-02-02,39.543164,39.593086,38.05976,38.15485,94910048.0,,
2018-02-01,39.757116,40.085177,39.643008,39.885488,53890768.0,,
2018-01-31,39.688176,40.042386,39.5812,39.802284,38438144.0,,
2018-01-30,39.33872,39.78802,39.153295,39.69293,50130412.0,,
2018-01-29,40.413237,40.413237,39.71908,39.928278,47014164.0,,
2018-01-26,40.888687,40.888687,40.428689,40.772202,41101732.0,,
2018-01-25,41.433077,41.589975,40.541608,40.677112,38982372.0,,
2018-01-24,42.148629,42.148629,41.173957,41.416436,50450000.0,,
2018-01-23,42.143874,42.654983,42.034521,42.08682,35199328.0,,
2018-01-22,42.148629,42.262737,41.994108,42.077311,32925976.0,,
2018-01-19,42.49333,42.690642,42.179533,42.42439,43891284.0,,
2018-01-18,42.664492,42.814259,42.374468,42.61457,35990980.0,,
2018-01-17,41.887131,42.612193,41.62088,42.576534,37650972.0,,
2018-01-16,42.315036,42.645474,41.872868,41.884754,33091124.0,,
2018-01-15,42.098707,42.098707,42.098707,42.098707,0.0,,
2018-01-12,41.830078,42.160515,41.763515,42.098707,24600892.0,,
2018-01-11,41.485376,41.71597,41.485376,41.668425,20333116.0,,
2018-01-10,41.150184,41.435454,41.126412,41.433077,24089820.0,,
2018-01-09,41.492508,41.613748,41.223879,41.442586,24146312.0,,
2018-01-08,41.459227,41.744497,41.347496,41.44734,24366224.0,,
2018-01-05,41.247651,41.670802,41.138298,41.601862,28849896.0,,
2018-01-04,41.071735,41.238142,40.907705,41.133543,28992984.0,,
2018-01-03,41.033699,41.494885,40.883932,40.943364,30962544.0,,
2018-01-02,40.451273,40.960004,40.239698,40.950495,31620976.0,,
2018-01-01,40.230189,40.230189,40.230189,40.230189,0.0,,
2017-12-29,40.4798,40.54874,40.227812,40.230189,33830788.0,,
2017-12-28,40.650962,40.853028,40.529722,40.66998,17587868.0,,
2017-12-27,40.413237,40.596285,40.344297,40.555872,24988784.0,,
2017-12-26,40.555872,40.762693,40.337165,40.54874,34836304.0,,
2017-12-25,41.604239,41.604239,41.604239,41.604239,0.0,,
2017-12-22,41.52579,41.701706,41.509149,41.604239,20541516.0,,
2017-12-21,41.409304,41.844341,41.387909,41.604239,24280108.0,,
2017-12-20,41.570957,41.699329,41.190597,41.44734,26048152.0,,
2017-12-19,41.528167,41.692197,41.387909,41.492508,29051456.0,,
2017-12-18,41.575712,42.124856,41.56858,41.939431,35094468.0,,
2017-12-15,41.288065,41.40455,40.99804,41.357005,76852884.0,,
2017-12-14,40.990909,41.154939,40.805483,40.940986,22869060.0,,
2017-12-13,41.007549,41.254783,40.888687,40.952873,26844944.0,,
2017-12-12,40.924346,40.976645,40.767447,40.817369,20818044.0,,
2017-12-11,40.187398,41.100262,40.12559,41.047963,35143352.0,,
2017-12-08,40.470291,40.650962,40.135099,40.26347,26005156.0,,
2017-12-07,40.175512,40.517836,40.158871,40.251584,27847204.0,,
2017-12-06,39.818925,40.460782,39.571691,40.177889,32292060.0,,
2017-12-05,40.211171,40.772202,40.037632,40.327656,30970060.0,,
2017-12-04,40.995663,41.036076,40.325279,40.365692,38075324.0,,
2017-12-01,40.403728,40.810238,40.05665,40.662848,41380664.0,,
2017-11-30,40.527345,40.921968,40.042386,40.853028,47519888.0,,
2017-11-29,41.021813,41.107394,39.738098,40.28962,44255692.0,,
2017-11-28,41.402173,41.570957,40.855405,41.143052,23617416.0,,
2017-11-27,41.59473,41.601862,41.209615,41.385532,22057880.0,,
2017-11-24,41.611371,41.718347,41.518658,41.59473,13593688.0,,
2017-11-23,41.592353,41.592353,41.592353,41.592353,0.0,,
2017-11-22,41.209615,41.601862,41.138298,41.592353,28574944.0,,
2017-11-21,40.650962,41.292819,40.627189,41.159693,26039648.0,,
2017-11-20,40.482177,40.546363,40.308638,40.408482,17999372.0,,
2017-11-17,40.624812,40.742486,40.330033,40.448896,26722228.0,,
2017-11-16,40.693752,40.857783,40.486932,40.674734,23231360.0,,
2017-11-15,40.382333,40.484554,40.0305,40.19453,28009412.0,,
2017-11-14,41.138298,41.238142,40.69613,40.731788,24357524.0,,
2017-11-13,41.245274,41.478245,41.221502,41.357005,16778044.0,,
2017-11-10,41.618502,41.685065,41.4307,41.523412,22160532.0,0.996418,17.0
2017-11-09,41.481269,41.711036,41.014628,41.661293,25544268.0,,
2017-11-08,41.388888,41.746567,41.296508,41.746567,20886064.0,,
2017-11-07,41.215971,41.512063,41.121221,41.407838,25231260.0,,
2017-11-06,40.791967,41.448107,40.678268,41.275189,35441776.0,,
2017-11-03,41.239658,41.275189,40.533775,40.860661,50218396.0,,
2017-11-02,39.695244,39.910798,39.150435,39.820787,38476496.0,,
2017-11-01,40.240052,40.254265,39.233341,39.531801,32830168.0,,
2017-10-31,39.775781,40.183203,39.543645,40.041079,37752108.0,,
2017-10-30,38.847237,39.811312,38.783281,39.491533,41803804.0,,
2017-10-27,37.726826,38.752488,37.594177,38.622207,47140480.0,,
2017-10-26,37.279135,37.383359,37.137011,37.286241,20869888.0,,
2017-10-25,37.167804,37.319403,36.779332,37.049368,23490116.0,,
2017-10-24,37.013837,37.286241,36.999624,37.21281,16690632.0,,
2017-10-23,37.165436,37.352566,36.843288,36.992518,23608172.0,,
2017-10-20,37.200967,37.366778,36.942775,37.011468,30591688.0,,
2017-10-19,37.129905,37.208073,36.722483,36.947512,42688148.0,,
2017-10-18,37.99923,38.065555,37.804994,37.842894,14585080.0,,
2017-10-17,37.866581,38.105823,37.717351,38.011074,16540232.0,,
2017-10-16,37.378622,37.899743,37.343091,37.871318,25362004.0,,
2017-10-13,37.113324,37.253079,37.051737,37.186754,17011840.0,,
2017-10-12,37.035155,37.276766,36.888294,36.95225,17034432.0,,
2017-10-11,36.945144,37.182017,36.893031,37.08253,19010552.0,,
2017-10-10,36.947512,37.084899,36.739064,36.928562,17998996.0,,
2017-10-09,36.9333,37.122799,36.831444,36.91435,17029348.0,,
2017-10-06,36.70827,36.831444,36.613521,36.786438,17430592.0,,
2017-10-05,36.511665,36.817232,36.490347,36.807757,21264776.0,,
2017-10-04,36.407441,36.445341,36.113718,36.355329,19225484.0,,
2017-10-03,36.478503,36.736695,36.457184,36.592202,16179468.0,,
2017-10-02,36.525878,36.585096,36.176489,36.433497,19430640.0,,
2017-09-29,36.29611,36.506928,36.004756,36.506928,31072760.0,,
2017-09-28,36.478503,36.544827,36.172936,36.307954,23061280.0,,
2017-09-27,36.454816,36.646683,36.369541,36.532984,28434392.0,,
2017-09-26,35.983438,36.459553,35.931325,36.274792,36925632.0,,
2017-09-25,35.531009,35.964488,35.332036,35.66129,49059152.0,,
2017-09-22,36.007125,36.068712,35.663658,35.9787,41093704.0,,
2017-09-21,36.874081,36.881188,36.182411,36.33401,39074192.0,,
2017-09-20,37.428365,37.485215,36.438234,36.968831,52057384.0,,
2017-09-19,37.769463,37.845262,37.530221,37.598914,23569424.0,,
2017-09-18,37.925799,38.01818,37.424812,37.584702,32644560.0,,
2017-09-15,37.497059,38.127142,37.425996,37.871318,87627084.0,,
2017-09-14,37.66287,37.757619,37.447315,37.492321,26036036.0,,
2017-09-13,37.880793,37.880793,37.404678,37.816838,42467232.0,,
2017-09-12,38.546408,38.837762,37.610758,38.103454,63036884.0,,
2017-09-11,38.041867,38.385334,37.878425,38.255053,33695064.0,,
2017-09-08,38.103454,38.16741,37.551539,37.575227,29053920.0,,
2017-09-07,38.394809,38.425602,37.985018,38.198204,23435664.0,,
2017-09-06,38.544039,38.605626,38.022917,38.352171,22673720.0,,
2017-09-05,38.773806,38.904086,38.032392,38.39244,30526224.0,,
2017-09-04,38.859081,38.859081,38.859081,38.859081,0.0,,
2017-09-01,39.036736,39.069898,38.759594,38.859081,17183912.0,,
2017-08-31,38.761962,38.970411,38.726431,38.847237,30728008.0,,
2017-08-30,38.799862,38.821181,38.520352,38.693269,27668376.0,,
2017-08-29,37.916324,38.638788,37.899743,38.589045,30386924.0,,
2017-08-28,37.932906,38.37349,37.883162,38.247947,29249176.0,,
2017-08-25,37.816838,38.032392,37.726826,37.866581,20723284.0,,
2017-08-24,38.001599,38.07503,37.556277,37.726826,21913340.0,,
2017-08-23,37.679451,38.011074,37.634445,37.895006,21574016.0,,
2017-08-22,37.487584,37.899743,37.430734,37.847631,25252044.0,,
2017-08-21,37.28861,37.39994,36.743801,37.238867,28392760.0,,
2017-08-18,37.392834,37.781307,37.127536,37.30756,35026932.0,,
2017-08-17,38.048974,38.067923,37.388097,37.392834,32616948.0,,
2017-08-16,38.342697,38.494296,37.940012,38.124773,27331312.0,,
2017-08-15,38.048974,38.418496,37.935274,38.278741,27936104.0,,
2017-08-14,37.752882,37.948302,37.603652,37.864212,26668684.0,,
2017-08-11,37.070686,37.561014,36.968831,37.302822,29226172.0,,
2017-08-10,37.885531,37.897375,36.627733,36.791176,41114604.0,0.996088,17.0
2017-08-09,37.543862,38.051148,37.543862,38.001599,26843296.0,,
2017-08-08,37.414091,38.183278,37.343307,37.770371,35765940.0,,
2017-08-07,37.043655,37.496673,36.968152,37.470718,22009360.0,,
2017-08-04,36.836021,37.128596,36.734564,36.899727,23015848.0,,
2017-08-03,37.050733,37.090844,36.57648,36.706251,25842628.0,,
2017-08-02,37.633522,37.692508,36.845459,37.076687,65900328.0,,
2017-08-01,35.219786,35.443935,35.016871,35.403824,33928856.0,,
2017-07-31,35.380229,35.46753,34.950806,35.092374,24225276.0,,
2017-07-28,35.325962,35.446295,35.20091,35.274053,21776228.0,,
2017-07-27,36.328736,36.333455,34.778565,35.524157,39075256.0,,
2017-07-26,36.194246,36.319298,36.114024,36.208403,16801400.0,,
2017-07-25,35.920548,36.298063,35.920548,36.038521,21700408.0,,
2017-07-24,35.524157,35.965378,35.396746,35.885156,29644780.0,,
2017-07-21,35.366073,35.495843,35.130126,35.455732,35948436.0,,
2017-07-20,35.77898,35.802574,35.436857,35.472249,19220744.0,,
2017-07-19,35.521798,35.727071,35.380229,35.632693,24937996.0,,
2017-07-18,35.203269,35.4227,35.078217,35.410902,18266928.0,,
2017-07-17,35.134845,35.594941,35.054623,35.28821,23816348.0,,
2017-07-14,34.920133,35.233942,34.764408,35.165518,19218380.0,,
2017-07-13,34.349142,35.035747,34.330266,34.865865,26069896.0,,
2017-07-12,34.424645,34.49071,34.172182,34.386893,25827732.0,,
2017-07-11,34.146227,34.410488,34.066005,34.337344,20921456.0,,
2017-07-10,34.021176,34.434083,33.827699,34.226449,22168212.0,,
2017-07-07,33.726242,34.150946,33.719164,34.018816,23606440.0,,
2017-07-06,33.745118,33.856013,33.60119,33.676693,26201588.0,,
2017-07-05,33.917359,34.162744,33.676693,33.997581,26570348.0,,
2017-07-04,33.858372,33.858372,33.858372,33.858372,0.0,,
2017-07-03,34.195776,34.283077,33.766353,33.858372,19825856.0,,
2017-06-30,34.146227,34.200495,33.926797,33.981065,35306112.0,,
2017-06-29,34.148587,34.238247,33.572877,33.900843,35560292.0,,
2017-06-28,33.964548,34.471834,33.78051,34.408128,24985088.0,,
2017-06-27,34.212293,34.483631,33.886686,33.91264,31901564.0,,
2017-06-26,34.738454,34.986198,34.301952,34.405769,29066564.0,,
2017-06-23,34.250044,34.719578,34.238247,34.514304,48972172.0,,
